web-scraper-order,web-scraper-start-url,computer_condition,brand,price,processor_ram_storage
"1732297276-406","https://www.expat-dakar.com/ordinateurs?page=208","Neuf","HP","475 000 F Cfa","PC Gaming GTX1650"
"1732297276-407","https://www.expat-dakar.com/ordinateurs?page=208","Neuf","HP","650 000 F Cfa","HP Victus Gaming 15.6"" RTX 4050"
"1732297276-408","https://www.expat-dakar.com/ordinateurs?page=208","Venant","Apple","60 000 F Cfa","iMac classique core 2"
"1732297276-409","https://www.expat-dakar.com/ordinateurs?page=208","Venant","HP","90 000 F Cfa","All in one HP pavilion 23 écran tactile"
"1732297276-410","https://www.expat-dakar.com/ordinateurs?page=208","Réconditionné","Lenovo","85 000 F Cfa","LENOVO X360 TACTILLE 11 Core I3 6éme gén"
"1732297276-411","https://www.expat-dakar.com/ordinateurs?page=208","Venant","Lenovo","55 000 F Cfa","Lenovo G585  4gb Ram, 320g disque"
"1732297276-412","https://www.expat-dakar.com/ordinateurs?page=208","Venant","Dell","350 000 F Cfa","Serveur Dell precision T7610"
"1732297276-413","https://www.expat-dakar.com/ordinateurs?page=208","Venant","HP","75 000 F Cfa","Hp probook 650 g1 core i5"
"1732297276-414","https://www.expat-dakar.com/ordinateurs?page=208","Venant","HP","125 000 F Cfa","PROMO🔥 HP ELITEBOOK G3, 14”  6éme Gén"
"1732297276-415","https://www.expat-dakar.com/ordinateurs?page=208","Venant","HP","125 000 F Cfa","PROMO 🔥 HP ELITEBOOK 840 G3, G5 & G6 TACTILE 14” (SOLDE)"
"1732297284-416","https://www.expat-dakar.com/ordinateurs?page=207","Neuf","HP","694 900 F Cfa","HP VICTUS GAMER 15-fa0033dx"
"1732297284-417","https://www.expat-dakar.com/ordinateurs?page=207","Venant","Dell","60 000 F Cfa","Dell inspiron N5110/core i5/640g/6g"
"1732297284-418","https://www.expat-dakar.com/ordinateurs?page=207","Venant","Dell","60 000 F Cfa","Dell inspiron 3521 core i3/6ram/500gb"
"1732297284-419","https://www.expat-dakar.com/ordinateurs?page=207","Venant","Dell","70 000 F Cfa","Dell inspiron 3521 Tactile pentium /8ram/500g"
"1732297284-420","https://www.expat-dakar.com/ordinateurs?page=207","Neuf","Apple","650 000 F Cfa","MacBook Pro 16-inch 2019 16 Pouces Core i9"
"1732297284-421","https://www.expat-dakar.com/ordinateurs?page=207","Venant","HP","120 000 F Cfa","switch HP 48 PORTS"
"1732297284-422","https://www.expat-dakar.com/ordinateurs?page=207","Neuf","Dell","325 000 F Cfa","DELL LATITUDE 5520 I7 11 ème 15 pouces"
"1732297284-423","https://www.expat-dakar.com/ordinateurs?page=207","Neuf","Dell","325 000 F Cfa","DELL LATITUDE 7420 11éme 14"" Tactile"
"1732297284-424","https://www.expat-dakar.com/ordinateurs?page=207","Neuf","Dell","325 000 F Cfa","DELL 5320 X360 CORE I7 11ème 13.3"""
"1732297284-425","https://www.expat-dakar.com/ordinateurs?page=207","Neuf","Dell","300 000 F Cfa","DELL 5310 X360 CORE I7 10ème 13.3"""
"1732297284-426","https://www.expat-dakar.com/ordinateurs?page=207","Venant","Lenovo","75 000 F Cfa","Lenovo n23 tactile duo ram 4"
"1732297291-427","https://www.expat-dakar.com/ordinateurs?page=206","Neuf","HP","694 900 F Cfa","HP VICTUS GAMER 15-fa0033dx"
"1732297291-428","https://www.expat-dakar.com/ordinateurs?page=206","Venant","Dell","390 000 F Cfa","Dell Precision 7520, Xeon 2.9GHz, 65Gb Ram 1To SSD"
"1732297291-429","https://www.expat-dakar.com/ordinateurs?page=206","Venant","Apple","200 000 F Cfa","MACBOOK PRO RETINA 2014 | i5 | 13''"
"1732297291-430","https://www.expat-dakar.com/ordinateurs?page=206","Neuf","Autre","125 000 F Cfa","Mini PC 6 Go 128 Go Windows 11"
"1732297291-431","https://www.expat-dakar.com/ordinateurs?page=206","Venant","Dell","160 000 F Cfa","DELL latitude E5250 core i7 /256ssd/ 16g ram"
"1732297291-432","https://www.expat-dakar.com/ordinateurs?page=206","Venant","HP","135 000 F Cfa","Ordinateur portable hp i5 7th tactile 2.ghz"
"1732297291-433","https://www.expat-dakar.com/ordinateurs?page=206","Venant","Toshiba","100 000 F Cfa","TOSHIBA satellite  core i7/500gb/8g ram"
"1732297291-434","https://www.expat-dakar.com/ordinateurs?page=206","Neuf","Apple","30 000 F Cfa","Chargeur MacBook Pro, 61W Chargeur USB C pour MacBook Pro"
"1732297291-435","https://www.expat-dakar.com/ordinateurs?page=206","Venant","HP","80 000 F Cfa","HP 15 core i3 6th gen / 1terra/8ram"
"1732297291-436","https://www.expat-dakar.com/ordinateurs?page=206","Venant","HP","50 000 F Cfa","Hp 15  tactile Pentium/500g /4g ram"
"1732297291-437","https://www.expat-dakar.com/ordinateurs?page=206","Venant","HP","85 000 F Cfa","HP pavilion 15 AMD A10  /750g/8ram /"
"1732297298-438","https://www.expat-dakar.com/ordinateurs?page=205","Neuf","HP","694 900 F Cfa","HP VICTUS GAMER 15-fa0033dx"
"1732297298-439","https://www.expat-dakar.com/ordinateurs?page=205","Venant","Lenovo","175 000 F Cfa","Lenovo T580 i5 8th Ram 8"
"1732297298-440","https://www.expat-dakar.com/ordinateurs?page=205","Réconditionné","Dell","170 000 F Cfa","DELL OPTIPLEX 9010 ALL IN ONE I5"
"1732297298-441","https://www.expat-dakar.com/ordinateurs?page=205","Neuf","Dell","180 000 F Cfa","DELL 5400 TACTILE I5 NEUF"
"1732297298-442","https://www.expat-dakar.com/ordinateurs?page=205","Venant","Lenovo","185 000 F Cfa","LENOVO YOGA X380"
"1732297298-443","https://www.expat-dakar.com/ordinateurs?page=205","Neuf","HP","130 000 F Cfa","HP PROBOOK 440 TACTILE I5"
"1732297298-444","https://www.expat-dakar.com/ordinateurs?page=205","Neuf","Dell","150 000 F Cfa","DELL 7390 X360 TACTILE"
"1732297298-445","https://www.expat-dakar.com/ordinateurs?page=205","Venant","Lenovo","170 000 F Cfa","Lenovo Thinkpad T470"
"1732297298-446","https://www.expat-dakar.com/ordinateurs?page=205","Venant","Dell","1 F Cfa","Vente d'unité centrale en gros et détails"
"1732297298-447","https://www.expat-dakar.com/ordinateurs?page=205","Venant","Acer","50 000 F Cfa","Ordinateur portable Acer one 10"
"1732297298-448","https://www.expat-dakar.com/ordinateurs?page=205","Venant","HP","160 000 F Cfa","I5 7th 4gb dédiée ram 16 gb Ordinateur portable gamer"
"1732297306-449","https://www.expat-dakar.com/ordinateurs?page=204","Neuf","HP","694 900 F Cfa","HP VICTUS GAMER 15-fa0033dx"
"1732297306-450","https://www.expat-dakar.com/ordinateurs?page=204","Venant","HP","175 000 F Cfa","HP PROBOOK 440 G6 / i5"
"1732297306-451","https://www.expat-dakar.com/ordinateurs?page=204","Neuf","HP","925 000 F Cfa","HP ELITEBOOK 860 G10 core i7- 32Go ram 512Go ssd"
"1732297306-452","https://www.expat-dakar.com/ordinateurs?page=204","Venant","Microsoft Surface","70 000 F Cfa","Microsoft Surface 3"
"1732297306-453","https://www.expat-dakar.com/ordinateurs?page=204","Venant","FortiGate-100D","350 000 F Cfa","FortiGate-100D (FG-100D) FIREWALL"
"1732297306-454","https://www.expat-dakar.com/ordinateurs?page=204","Neuf","Apple","850 000 F Cfa","MACBOOK PRO M2 2022 13.3 Pouce"
"1732297306-455","https://www.expat-dakar.com/ordinateurs?page=204","Venant","Samsung","120 000 F Cfa","Samsung 780Z tactile / core i7/ 8ram/ 1terra"
"1732297306-456","https://www.expat-dakar.com/ordinateurs?page=204","Venant","HP","120 000 F Cfa","HP élitebook 840 g3 /500g/8g/core i5 6th gen"
"1732297306-457","https://www.expat-dakar.com/ordinateurs?page=204","Venant","Samsung","80 000 F Cfa","Samsung Qx411 core i5/500g/6g ram"
"1732297306-458","https://www.expat-dakar.com/ordinateurs?page=204","Venant","HP","45 000 F Cfa","HP notebook 14 AMD E2/32G M2.0/ 4G intégré"
"1732297306-459","https://www.expat-dakar.com/ordinateurs?page=204","Venant","Dell","350 000 F Cfa","Dell 7430"
"1732297313-460","https://www.expat-dakar.com/ordinateurs?page=203","Neuf","HP","694 900 F Cfa","HP VICTUS GAMER 15-fa0033dx"
"1732297313-461","https://www.expat-dakar.com/ordinateurs?page=203","Neuf","Dell","200 000 F Cfa","DELL Latitude 7300 core i5 8th Gen tactile"
"1732297313-462","https://www.expat-dakar.com/ordinateurs?page=203","Neuf","Lenovo","650 000 F Cfa","Lenevo Think Pad x1 Carbon Gen 9 i7 11th Gen  14 Pouce"
"1732297313-463","https://www.expat-dakar.com/ordinateurs?page=203","Neuf","HP","190 000 F Cfa","HP EliteBook 830 G6 core i5"
"1732297313-464","https://www.expat-dakar.com/ordinateurs?page=203","Neuf","HP","300 000 F Cfa","HP EliteBook X360 1040 G6 i7 8th"
"1732297313-465","https://www.expat-dakar.com/ordinateurs?page=203","Neuf","Apple","650 000 F Cfa","MACBOOK PRO M2 2022 13.3 Pouce"
"1732297313-466","https://www.expat-dakar.com/ordinateurs?page=203","Neuf","HP","550 000 F Cfa","ORDINATEUR ALL IN ONE HP AIO 24'  core i5 8GO 512SSD"
"1732297313-467","https://www.expat-dakar.com/ordinateurs?page=203","Neuf","HP","300 000 F Cfa","HP ELITEBOOK"
"1732297313-468","https://www.expat-dakar.com/ordinateurs?page=203","Neuf","Autre","2 778 000 F Cfa","Redresseur de Tension EFORE MRC110V 1600W -"
"1732297313-469","https://www.expat-dakar.com/ordinateurs?page=203","Neuf","HP","80 000 F Cfa","HP ICORE 3"
"1732297313-470","https://www.expat-dakar.com/ordinateurs?page=203","Neuf","HP","135 000 F Cfa","ECRAN HP 24 F Écran LED 24"" 1920 x 1080 Full HD (1080p)"
"1732297321-471","https://www.expat-dakar.com/ordinateurs?page=202","Neuf","HP","694 900 F Cfa","HP VICTUS GAMER 15-fa0033dx"
"1732297321-472","https://www.expat-dakar.com/ordinateurs?page=202","Réconditionné","Dell","85 000 F Cfa","DELL LATITUDE  CORE I5 5440"
"1732297321-473","https://www.expat-dakar.com/ordinateurs?page=202","Neuf","Microsoft Surface","350 000 F Cfa","MICROSOFT SURFACE PRO 7+"
"1732297321-474","https://www.expat-dakar.com/ordinateurs?page=202","Neuf","Autre","15 000 F Cfa","LICENCE MICROSOFT OFFICE 2021 PRO PLUS & WINDOWS 11 PRO"
"1732297321-475","https://www.expat-dakar.com/ordinateurs?page=202","Neuf","HP","190 000 F Cfa","HP EliteBook 840 G4 core i7"
"1732297321-476","https://www.expat-dakar.com/ordinateurs?page=202","Neuf","HP","170 000 F Cfa","HP ProBook 440 G6 i5 8th"
"1732297321-477","https://www.expat-dakar.com/ordinateurs?page=202","Neuf","Dell","280 000 F Cfa","DELL INSPIRON 5482 core i7 tactile Rotatif"
"1732297321-478","https://www.expat-dakar.com/ordinateurs?page=202","Neuf","Dell","850 000 F Cfa","Dell latitude 5440 tactile  i7 /32GB / 512 SSD"
"1732297321-479","https://www.expat-dakar.com/ordinateurs?page=202","Venant","Dell","165 000 F Cfa","Dell latitude 7370"
"1732297321-480","https://www.expat-dakar.com/ordinateurs?page=202","Venant","Lenovo","330 000 F Cfa","Pc Lenovo thinkpad p53s"
"1732297321-481","https://www.expat-dakar.com/ordinateurs?page=202","Venant","Lenovo","130 000 F Cfa","Lenovo ThinkPad T450 core i5"
"1732297328-482","https://www.expat-dakar.com/ordinateurs?page=201","Neuf","HP","694 900 F Cfa","HP VICTUS GAMER 15-fa0033dx"
"1732297328-483","https://www.expat-dakar.com/ordinateurs?page=201","Venant","HP","290 000 F Cfa","Hp elite x2 G4 hybrid"
"1732297328-484","https://www.expat-dakar.com/ordinateurs?page=201","Venant","Lenovo","190 000 F Cfa","Lenovo thinkpad yoga L390"
"1732297328-485","https://www.expat-dakar.com/ordinateurs?page=201","Venant","Lenovo","190 000 F Cfa","Lenovo ThinkPad L390 Yoga"
"1732297328-486","https://www.expat-dakar.com/ordinateurs?page=201","Venant","Lenovo","290 000 F Cfa","Lenovo L13 Gen 2 i5-11eme gen"
"1732297328-487","https://www.expat-dakar.com/ordinateurs?page=201","Venant","HP","290 000 F Cfa","Hp elitebook 845 g7"
"1732297328-488","https://www.expat-dakar.com/ordinateurs?page=201","Venant","HP","190 000 F Cfa","Hp 745 g6"
"1732297328-489","https://www.expat-dakar.com/ordinateurs?page=201","Venant","Lenovo","290 000 F Cfa","Lenovo thinkpad x1 carbon i7"
"1732297328-490","https://www.expat-dakar.com/ordinateurs?page=201","Neuf","Lenovo","175 000 F Cfa","Lenovo thinkpad t480 i5"
"1732297328-491","https://www.expat-dakar.com/ordinateurs?page=201","Neuf","Apple","425 000 F Cfa","Mac Book Air M1"
"1732297328-492","https://www.expat-dakar.com/ordinateurs?page=201","Neuf","","69 000 F Cfa","PC Portable 14,1 pouces RAM 4Go - 64Go SSD Thomson"
"1732297336-493","https://www.expat-dakar.com/ordinateurs?page=200","Neuf","HP","694 900 F Cfa","HP VICTUS GAMER 15-fa0033dx"
"1732297336-494","https://www.expat-dakar.com/ordinateurs?page=200","Venant","HP","224 998 F Cfa","HP ELITEBOOK 840  CORE I7 8 TH GENERATION"
"1732297336-495","https://www.expat-dakar.com/ordinateurs?page=200","Neuf","Lenovo","599 000 F Cfa","Lenovo Yoga Pro 7 14'' R7 16GB SSD 512"
"1732297336-496","https://www.expat-dakar.com/ordinateurs?page=200","Venant","HP","75 000 F Cfa","Hp 215 i3 ram 4"
"1732297336-497","https://www.expat-dakar.com/ordinateurs?page=200","Réconditionné","HP","100 000 F Cfa","Ordinateur hp core i7+24 pouces"
"1732297336-498","https://www.expat-dakar.com/ordinateurs?page=200","Venant","Dell","150 000 F Cfa","Dell Latitude 7390 2 - in -1"
"1732297336-499","https://www.expat-dakar.com/ordinateurs?page=200","Neuf","HP","795 000 F Cfa","ALL IN ONE  HP i7  27 pouces"
"1732297336-500","https://www.expat-dakar.com/ordinateurs?page=200","Venant","Lenovo","115 000 F Cfa","Lenovo t410 i7 ram 4"
"1732297336-501","https://www.expat-dakar.com/ordinateurs?page=200","Venant","Dell","140 000 F Cfa","Dell latitude 5400. I5"
"1732297336-502","https://www.expat-dakar.com/ordinateurs?page=200","Venant","Acer","160 000 F Cfa","Gamer i5 7th gtx ram 16gb ssd 128 + 1000gb"
"1732297336-503","https://www.expat-dakar.com/ordinateurs?page=200","Venant","Lenovo","190 000 F Cfa","Lenovo yoga L390"
"1732297344-504","https://www.expat-dakar.com/ordinateurs?page=199","Neuf","HP","694 900 F Cfa","HP VICTUS GAMER 15-fa0033dx"
"1732297344-505","https://www.expat-dakar.com/ordinateurs?page=199","Venant","Lenovo","390 000 F Cfa","Lenovo E14 ThinkPad 11Th Generation"
"1732297344-506","https://www.expat-dakar.com/ordinateurs?page=199","Neuf","Lenovo","650 000 F Cfa","Lenovo T16 Gen 2  2024   i5  32Gb"
"1732297344-507","https://www.expat-dakar.com/ordinateurs?page=199","Venant","HP","13 000 F Cfa","Batterie pour hp Probook 11 g1 et g2 / HP revolve 810"
"1732297344-508","https://www.expat-dakar.com/ordinateurs?page=199","Venant","Lenovo","220 000 F Cfa","lenovo t480 i7 ram 16, 8th"
"1732297344-509","https://www.expat-dakar.com/ordinateurs?page=199","Neuf","Lenovo","260 000 F Cfa","ALL IN ONE LENOVO V130-20IGM DUAL CORE 19''"
"1732297344-510","https://www.expat-dakar.com/ordinateurs?page=199","Neuf","HP","599 000 F Cfa","ALL IN HP CORE I5 24 POUCES TACTILE"
"1732297344-511","https://www.expat-dakar.com/ordinateurs?page=199","Venant","Apple","175 000 F Cfa","MACBOOK AIR 2017 | I5 | 13''"
"1732297344-512","https://www.expat-dakar.com/ordinateurs?page=199","Neuf","HP","550 000 F Cfa","Hp Spectre 15 i7-512-16Go"
"1732297344-513","https://www.expat-dakar.com/ordinateurs?page=199","Neuf","HP","550 000 F Cfa","HP ENVY 15-fe0xxx I7-13th generation"
"1732297344-514","https://www.expat-dakar.com/ordinateurs?page=199","Venant","Apple","350 000 F Cfa","MacBook Pro Touch Bar 2018"
"1732297352-515","https://www.expat-dakar.com/ordinateurs?page=198","Neuf","HP","694 900 F Cfa","HP VICTUS GAMER 15-fa0033dx"
"1732297352-516","https://www.expat-dakar.com/ordinateurs?page=198","Neuf","Microsoft Surface","1 200 000 F Cfa","Surface Pro 9 Core i7 16Go 512"
"1732297352-517","https://www.expat-dakar.com/ordinateurs?page=198","Neuf","Dell","450 000 F Cfa","DELL 5440"
"1732297352-518","https://www.expat-dakar.com/ordinateurs?page=198","Venant","Dell","140 000 F Cfa","Dell gamer i5 2.6ghz 7th gen"
"1732297352-519","https://www.expat-dakar.com/ordinateurs?page=198","Neuf","HP","545 000 F Cfa","HP  PAVILLON CORE I7 ECRAN TACTILE"
"1732297352-520","https://www.expat-dakar.com/ordinateurs?page=198","Venant","Dell","175 000 F Cfa","Dell 5500 i5 8th ram 8"
"1732297352-521","https://www.expat-dakar.com/ordinateurs?page=198","Neuf","HP","350 000 F Cfa","HP ELITE X2 G4 i7-512SSD-16Go"
"1732297352-522","https://www.expat-dakar.com/ordinateurs?page=198","Venant","Lenovo","265 000 F Cfa","Lenovo ThinkPad X1 Carbon"
"1732297352-523","https://www.expat-dakar.com/ordinateurs?page=198","Neuf","HP","490 000 F Cfa","Hp Envy 15 12eme generation"
"1732297352-524","https://www.expat-dakar.com/ordinateurs?page=198","Venant","Dell","125 000 F Cfa","Dell 3350 i5 ram 8"
"1732297352-525","https://www.expat-dakar.com/ordinateurs?page=198","Venant","Lenovo","90 000 F Cfa","Lenovo L430 i3 ram 8/ 500 go hdd"
"1732297360-526","https://www.expat-dakar.com/ordinateurs?page=197","Neuf","HP","694 900 F Cfa","HP VICTUS GAMER 15-fa0033dx"
"1732297360-527","https://www.expat-dakar.com/ordinateurs?page=197","Venant","Lenovo","35 000 F Cfa","Lenovo UC core i5"
"1732297360-528","https://www.expat-dakar.com/ordinateurs?page=197","Neuf","HP","450 000 F Cfa","Hp Envy 15 X360"
"1732297360-529","https://www.expat-dakar.com/ordinateurs?page=197","Neuf","ASUS","650 000 F Cfa","PC portable ASUS ProArt Studiobook Pro 15"
"1732297360-530","https://www.expat-dakar.com/ordinateurs?page=197","Venant","ASUS","950 000 F Cfa","ASUS Rog Strix Scar G533Z 2023 Gaming Laptop 15.6"
"1732297360-531","https://www.expat-dakar.com/ordinateurs?page=197","Neuf","Dell","250 000 F Cfa","Dell Inspiron 14 5491 14 inch 2in1 Convertible Touchscreen"
"1732297360-532","https://www.expat-dakar.com/ordinateurs?page=197","Neuf","Dell","335 000 F Cfa","Dell Inspiron 7506 2n1 X360 laptop"
"1732297360-533","https://www.expat-dakar.com/ordinateurs?page=197","Neuf","Dell","480 000 F Cfa","Dell Inspiron 15 5502 CORE I7-11th-1ToSSD-32Go Ram"
"1732297360-534","https://www.expat-dakar.com/ordinateurs?page=197","Neuf","Dell","450 000 F Cfa","Dell  Inspiron 15,6"" 7000 2-en-1 4K UHD"
"1732297360-535","https://www.expat-dakar.com/ordinateurs?page=197","Venant","HP","185 000 F Cfa","HP PROBOOK 650 G5 i5 8TH RAM 8"
"1732297360-536","https://www.expat-dakar.com/ordinateurs?page=197","Neuf","ASUS","625 000 F Cfa","Asus ZenBook S13 UP5302Z Flip OLED.  i712th gen"
"1732297367-537","https://www.expat-dakar.com/ordinateurs?page=196","Neuf","HP","694 900 F Cfa","HP VICTUS GAMER 15-fa0033dx"
"1732297367-538","https://www.expat-dakar.com/ordinateurs?page=196","Venant","Dell","125 000 F Cfa","All in one Dell core i5 tactile 24 pouces"
"1732297367-539","https://www.expat-dakar.com/ordinateurs?page=196","Neuf","HP","595 000 F Cfa","HP PAVILLON X 360 2 EN 1 CORE I7"
"1732297367-540","https://www.expat-dakar.com/ordinateurs?page=196","Venant","Lenovo","110 000 F Cfa","Lenovo thinkpas E540 core i5"
"1732297367-541","https://www.expat-dakar.com/ordinateurs?page=196","Neuf","Apple","1 199 000 F Cfa","MacBook Pro 14 pouces M3 8GB SSD 1TB"
"1732297367-542","https://www.expat-dakar.com/ordinateurs?page=196","Venant","HP","30 000 F Cfa","Hp  Probook 6570b core i5, 4g ram"
"1732297367-543","https://www.expat-dakar.com/ordinateurs?page=196","Venant","Dell","30 000 F Cfa","Des écran de 24 pouce Dell et HP"
"1732297367-544","https://www.expat-dakar.com/ordinateurs?page=196","Venant","HP","225 000 F Cfa","Hp elitebook 1030 g2 i7"
"1732297367-545","https://www.expat-dakar.com/ordinateurs?page=196","Venant","HP","185 000 F Cfa","HP PRO X2"
"1732297367-546","https://www.expat-dakar.com/ordinateurs?page=196","Neuf","Lenovo","135 000 F Cfa","Unité Central Lenovo"
"1732297367-547","https://www.expat-dakar.com/ordinateurs?page=196","Venant","HP","260 000 F Cfa","Ordinateur portable gamer gtx 1650"
"1732297375-548","https://www.expat-dakar.com/ordinateurs?page=195","Neuf","HP","694 900 F Cfa","HP VICTUS GAMER 15-fa0033dx"
"1732297375-549","https://www.expat-dakar.com/ordinateurs?page=195","Venant","Apple","85 000 F Cfa","MACBOOK PRO | Dual core | 13''"
"1732297375-550","https://www.expat-dakar.com/ordinateurs?page=195","Neuf","HP","600 000 F Cfa","HP All-in-One 24-cb1023nh Bundle PC (6V337EA) –"
"1732297375-551","https://www.expat-dakar.com/ordinateurs?page=195","Neuf","HP","525 000 F Cfa","Hp Elitebook 830 G8 core i7 11th gen"
"1732297375-552","https://www.expat-dakar.com/ordinateurs?page=195","Neuf","Lenovo","750 000 F Cfa","Lenovo T16 Gen 1.     i7 / 32Gb / 512 ssd"
"1732297375-553","https://www.expat-dakar.com/ordinateurs?page=195","Venant","Dell","390 000 F Cfa","Dell Inspiron 15 Avec stylets Dell"
"1732297375-554","https://www.expat-dakar.com/ordinateurs?page=195","D'occasion","Apple","400 000 F Cfa","MacBook  pro 13 inch touchbar"
"1732297375-555","https://www.expat-dakar.com/ordinateurs?page=195","Venant","ASUS","450 000 F Cfa","Asus ZenBook 14X OLED"
"1732297375-556","https://www.expat-dakar.com/ordinateurs?page=195","Neuf","MSI","650 000 F Cfa","MSI Prestige 14 A10SC-230"
"1732297375-557","https://www.expat-dakar.com/ordinateurs?page=195","Neuf","Dell","400 000 F Cfa","DELL professionnel"
"1732297375-558","https://www.expat-dakar.com/ordinateurs?page=195","Venant","HP","185 000 F Cfa","HP PROBOOK 650 G5 i5 8th ram 8"
"1732297383-559","https://www.expat-dakar.com/ordinateurs?page=194","Neuf","HP","694 900 F Cfa","HP VICTUS GAMER 15-fa0033dx"
"1732297383-560","https://www.expat-dakar.com/ordinateurs?page=194","Venant","HP","145 000 F Cfa","Hp 840 G3 i5"
"1732297383-561","https://www.expat-dakar.com/ordinateurs?page=194","Venant","HP","90 000 F Cfa","💻 HP Probook x360 EE G5 💻"
"1732297383-562","https://www.expat-dakar.com/ordinateurs?page=194","Neuf","Dell","420 000 F Cfa","💻 DELL INSPIRON 7506 2-en-1 💻"
"1732297383-563","https://www.expat-dakar.com/ordinateurs?page=194","Venant","Dell","290 000 F Cfa","Dell Inspiron 17 3793 i7 Avec Nvidia graphics"
"1732297383-564","https://www.expat-dakar.com/ordinateurs?page=194","Venant","Dell","355 000 F Cfa","Dell Latitude 7420 2 in 1 i7"
"1732297383-565","https://www.expat-dakar.com/ordinateurs?page=194","Venant","ASUS","110 000 F Cfa","Ordinateur portable gamer"
"1732297383-566","https://www.expat-dakar.com/ordinateurs?page=194","Neuf","Autre","350 000 F Cfa","Steam Deck / 512 Go"
"1732297383-567","https://www.expat-dakar.com/ordinateurs?page=194","Neuf","HP","200 000 F Cfa","HP Elite x2 1013 G3 core i5 tactile"
"1732297383-568","https://www.expat-dakar.com/ordinateurs?page=194","Venant","Dell","160 000 F Cfa","DELL Latitude 7480 core i5"
"1732297383-569","https://www.expat-dakar.com/ordinateurs?page=194","D'occasion","HP","349 900 F Cfa","HP ELITEBOOK X360 1040 G6 CORE I7"
"1732297390-570","https://www.expat-dakar.com/ordinateurs?page=193","Neuf","HP","694 900 F Cfa","HP VICTUS GAMER 15-fa0033dx"
"1732297390-571","https://www.expat-dakar.com/ordinateurs?page=193","Neuf","Apple","800 000 F Cfa","MACBOOK AIR M2 15 POUCE NEUF"
"1732297390-572","https://www.expat-dakar.com/ordinateurs?page=193","Neuf","Dell","600 000 F Cfa","Dell XPS 13 Plus 9320 Écran tactile OLED"
"1732297390-573","https://www.expat-dakar.com/ordinateurs?page=193","Venant","HP","130 000 F Cfa","HP Elitebook 840 G3 – 8Go ram- 500Go HDD"
"1732297390-574","https://www.expat-dakar.com/ordinateurs?page=193","Venant","Apple","750 000 F Cfa","iMAC 27,Core i5, 2019"
"1732297390-575","https://www.expat-dakar.com/ordinateurs?page=193","Venant","Dell","165 000 F Cfa","Dell 5490 i5 8th ram 8 go"
"1732297390-576","https://www.expat-dakar.com/ordinateurs?page=193","Neuf","Lenovo","950 000 F Cfa","Lenovo ThinkPad P16s Gen 2  i7"
"1732297390-577","https://www.expat-dakar.com/ordinateurs?page=193","Venant","Dell","225 000 F Cfa","DELL LATITUDE 5510"
"1732297390-578","https://www.expat-dakar.com/ordinateurs?page=193","Venant","Apple","250 000 F Cfa","MACBOOK PRO RETINA 2015 | i7 | 15''"
"1732297390-579","https://www.expat-dakar.com/ordinateurs?page=193","Venant","Lenovo","220 000 F Cfa","Lenovo T570 core i7 7th gen"
"1732297390-580","https://www.expat-dakar.com/ordinateurs?page=193","Neuf","Lenovo","700 000 F Cfa","Lenevo Think Pad i7 13th Gen 14 Pouce"
"1732297397-581","https://www.expat-dakar.com/ordinateurs?page=192","Neuf","HP","694 900 F Cfa","HP VICTUS GAMER 15-fa0033dx"
"1732297397-582","https://www.expat-dakar.com/ordinateurs?page=192","Réconditionné","Dell","125 000 F Cfa","DELL LATITUDE E5490 I5 8éme"
"1732297397-583","https://www.expat-dakar.com/ordinateurs?page=192","Venant","Autre","185 000 F Cfa","Serveur Nas Synology DS112"
"1732297397-584","https://www.expat-dakar.com/ordinateurs?page=192","D'occasion","Apple","210 000 F Cfa","Mackbook apple air"
"1732297397-585","https://www.expat-dakar.com/ordinateurs?page=192","Neuf","Autre","1 299 999 F Cfa","Oridnateur gamer Rx6800 16gb-ryzen 7 5800x3d-Ram 64gb"
"1732297397-586","https://www.expat-dakar.com/ordinateurs?page=192","Venant","Dell","300 000 F Cfa","SERVEUR DELL RACKABLE POWEREDGE R620"
"1732297397-587","https://www.expat-dakar.com/ordinateurs?page=192","Venant","Dell","180 000 F Cfa","DELL latitude 5420"
"1732297397-588","https://www.expat-dakar.com/ordinateurs?page=192","Neuf","Apple","300 000 F Cfa","apple mac mini M1"
"1732297397-589","https://www.expat-dakar.com/ordinateurs?page=192","Neuf","HP","350 000 F Cfa","DELL Latitude 9520 2-in-1  i5 11th Gen 15."
"1732297397-590","https://www.expat-dakar.com/ordinateurs?page=192","Neuf","HP","190 000 F Cfa","HP EliteBook x360 1030 G2 Intel(R) Core(TM)"
"1732297397-591","https://www.expat-dakar.com/ordinateurs?page=192","Réconditionné","HP","250 000 F Cfa","HP ZBOOK I5 8éme 4Go graphique"
"1732297404-592","https://www.expat-dakar.com/ordinateurs?page=191","Neuf","HP","694 900 F Cfa","HP VICTUS GAMER 15-fa0033dx"
"1732297404-593","https://www.expat-dakar.com/ordinateurs?page=191","Neuf","Dell","950 000 F Cfa","Dell latitude 5450  ultra 7  tactile  32GB / 512 ssd"
"1732297404-594","https://www.expat-dakar.com/ordinateurs?page=191","Réconditionné","HP","150 000 F Cfa","Unité Centrale Mini HP 800 G3"
"1732297404-595","https://www.expat-dakar.com/ordinateurs?page=191","Neuf","Lenovo","450 000 F Cfa","Lenevo Think Pad X13 i5 12th Gen 13.3 Pouce"
